company,bean_origin,bean_origin,review_date,cocoa_percent,company_location,rating,bean_origin,bean_origin
Potomac,Upala w/ nibs,Costa Rica,2011,70%,U.S.A.,3.5,Upala w/ nibs,Costa Rica
Potomac,"Upala, Batch 18",Costa Rica,2011,70%,U.S.A.,3.0,"Upala, Batch 18",Costa Rica
Potomac,"San Martin, Amazonian Highlands",Peru,2011,70%,U.S.A.,2.75,"San Martin, Amazonian Highlands",Peru
Potomac,Bahia,Brazil,2011,70%,U.S.A.,3.5,Bahia,Brazil
Potomac,"Upala, Batch 12",Costa Rica,2010,82%,U.S.A.,3.75,"Upala, Batch 12",Costa Rica
Pralus,Peru,Peru,2015,75%,France,3.25,Peru,Peru
Pralus,"Porcelana, S. of Lake Maracaibo",Venezuela,2011,75%,France,3.25,"Porcelana, S. of Lake Maracaibo",Venezuela
Pralus,Chuao,Venezuela,2010,75%,France,3.5,Chuao,Venezuela
Pralus,Cuyagua,Venezuela,2009,75%,France,2.0,Cuyagua,Venezuela
Pralus,Papouasie,Papua New Guinea,2008,75%,France,3.0,Papouasie,Papua New Guinea
Pralus,"Sambirano Valley, Le 100%",Madagascar,2008,100%,France,3.0,"Sambirano Valley, Le 100%",Madagascar
Pralus,Dominican Republic-Organic,Dominican Republic,2008,75%,France,2.0,Dominican Republic-Organic,Dominican Republic
Pralus,"Monte Alegre, Diego Badero",Brazil,2008,75%,France,3.5,"Monte Alegre, Diego Badero",Brazil
Pralus,Claudio Corallo w/ nibs,Sao Tome,2007,75%,France,4.0,Claudio Corallo w/ nibs,Sao Tome
Pralus,"Monte Alegre (Itacare), Brazil",Brazil,2006,75%,France,3.0,"Monte Alegre (Itacare), Brazil",Brazil
Pralus,Tanzania,Tanzania,2006,75%,France,3.5,Tanzania,Tanzania
Pralus,Sao Tome & Principe,Sao Tome & Principe,2006,75%,France,3.5,Sao Tome & Principe,Sao Tome & Principe
Pralus,Trinidad,Trinidad,2006,75%,France,3.5,Trinidad,Trinidad
Pralus,"Madagascar, Nosy Be Isle.",Madagascar,2006,75%,France,3.75,"Madagascar, Nosy Be Isle.",Madagascar
Pralus,"Java, Indonesie",Indonesia,2006,75%,France,3.5,"Java, Indonesie",Indonesia
Pralus,"Barlovento, Venezuela",Venezuela,2006,75%,France,3.5,"Barlovento, Venezuela",Venezuela
Pralus,Jamaique,Jamaica,2006,75%,France,4.0,Jamaique,Jamaica
Pralus,Equateur,Ecuador,2006,75%,France,3.0,Equateur,Ecuador
Pralus,Vanuatu,Vanuatu,2006,75%,France,3.0,Vanuatu,Vanuatu
Pralus,Ghana,Ghana,2006,75%,France,3.25,Ghana,Ghana
Pralus,Colombie,Colombia,2006,75%,France,3.5,Colombie,Colombia
Pralus,Fortissima,Ecuador,2006,80%,France,4.0,Fortissima,Ecuador
Pralus,Cuba,Cuba,2006,75%,France,3.0,Cuba,Cuba
Pralus,"Caracas, Venezuela and Ghana","Venezuela, Ghana",2006,75%,France,3.0,"Caracas, Venezuela and Ghana","Venezuela, Ghana"
Pralus,"Djakarta, Java and Ghana","Indonesia, Ghana",2006,75%,France,3.5,"Djakarta, Java and Ghana","Indonesia, Ghana"
Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",Ecuador,2016,77%,U.K.,3.5,"Chocoan Rainforest, Teroro Escondido, ESM",Ecuador
Pump Street Bakery,"Crayfish Bay Estate, 2014",Grenada,2015,70%,U.K.,3.5,"Crayfish Bay Estate, 2014",Grenada
Pump Street Bakery,"Akesson's, batch 4411",Madagascar,2015,74%,U.K.,3.5,"Akesson's, batch 4411",Madagascar
Pump Street Bakery,Honduras,Honduras,2015,80%,U.K.,2.75,Honduras,Honduras
Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",Venezuela,2014,75%,U.K.,2.75,"Patanemo Vil., Carabobo State, Tisano family",Venezuela
Pump Street Bakery,Guantupi River,Ecuador,2014,75%,U.K.,3.0,Guantupi River,Ecuador
Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",Madagascar,2014,72%,U.K.,3.25,"Akessons Estate, Sambirano, Ambanja",Madagascar
Pump Street Bakery,Guantupi River,Ecuador,2014,85%,U.K.,2.75,Guantupi River,Ecuador
Pura Delizia,Venezuela,Venezuela,2012,73%,Italy,2.75,Venezuela,Venezuela
Q Chocolate,Brazil,Brazil,2013,75%,Brazil,3.25,Brazil,Brazil
Q Chocolate,Brazil,Brazil,2013,85%,Brazil,3.5,Brazil,Brazil
Q Chocolate,Brazil,Brazil,2013,55%,Brazil,2.75,Brazil,Brazil
Q Chocolate,Brazil,Brazil,2013,80%,Brazil,3.25,Brazil,Brazil
Q Chocolate,Brazil,Brazil,2012,60%,Brazil,3.0,Brazil,Brazil
Q Chocolate,Brazil,Brazil,2012,65%,Brazil,3.25,Brazil,Brazil
Quetzalli (Wolter),"Mexico, Lot 28022016",Mexico,2016,70%,Mexico,2.75,"Mexico, Lot 28022016",Mexico
Quetzalli (Wolter),"Uranga, Lot 22032016",Mexico,2016,74%,Mexico,3.0,"Uranga, Lot 22032016",Mexico
Raaka,Amazon Basin Blend,"Peru(SMartin,Pangoa,nacional)",2016,70%,U.S.A.,3.0,Amazon Basin Blend,"Peru(SMartin,Pangoa,nacional)"
Raaka,Virunga,Congo,2015,75%,U.S.A.,2.75,Virunga,Congo
Raaka,Madagascar,Madagascar,2012,75%,U.S.A.,3.25,Madagascar,Madagascar
Raaka,La Red,Dominican Republic,2011,85%,U.S.A.,3.5,La Red,Dominican Republic
Rain Republic,Suchitepequez E.,Guatemala,2010,70%,Guatemala,2.75,Suchitepequez E.,Guatemala
Rancho San Jacinto,Ecuador,Ecuador,2010,75%,Eucador,3.0,Ecuador,Ecuador
Ranger,"San Martin, Batch 2",Peru,2015,70%,U.S.A.,2.5,"San Martin, Batch 2",Peru
Ranger,"Chulucanas, Batch 1",Peru,2015,80%,U.S.A.,3.25,"Chulucanas, Batch 1",Peru
Ranger,"Tumbes, Batch 2",Peru,2015,73%,U.S.A.,3.5,"Tumbes, Batch 2",Peru
Raoul Boulanger,Piura,Peru,2016,75%,France,3.25,Piura,Peru
Republica del Cacao (aka Confecta),Esmeraldas,Ecuador,2010,75%,Ecuador,3.25,Esmeraldas,Ecuador
Republica del Cacao (aka Confecta),"Los Rios, Vinces",Ecuador,2009,75%,Ecuador,2.5,"Los Rios, Vinces",Ecuador
Republica del Cacao (aka Confecta),Manabi,Ecuador,2007,75%,Ecuador,3.0,Manabi,Ecuador
Republica del Cacao (aka Confecta),El Oro,Ecuador,2007,67%,Ecuador,3.5,El Oro,Ecuador
Republica del Cacao (aka Confecta),Los Rios,Ecuador,2007,75%,Ecuador,3.75,Los Rios,Ecuador
Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",Ecuador,2016,75%,U.S.A.,3.75,"Camino Verde P., Balao, 2015 harvest, batch8",Ecuador
Ritual,"Camino Verde P., Balao, Guayas, 2014",Ecuador,2015,85%,U.S.A.,3.5,"Camino Verde P., Balao, Guayas, 2014",Ecuador
Ritual,"Toledo District, Maya",Belize,2013,75%,U.S.A.,3.75,"Toledo District, Maya",Belize
Ritual,"Maranon, Cajamarca",Peru,2013,75%,U.S.A.,3.0,"Maranon, Cajamarca",Peru
Ritual,Sambirano,Madagascar,2012,75%,U.S.A.,4.0,Sambirano,Madagascar
Ritual,"Camino Verde P., 2012, Balao, Guayas",Ecuador,2012,75%,U.S.A.,3.25,"Camino Verde P., 2012, Balao, Guayas",Ecuador
Ritual,Gran Couva,Trinidad,2012,75%,U.S.A.,3.5,Gran Couva,Trinidad
Ritual,Costa Rica,Costa Rica,2011,75%,U.S.A.,3.5,Costa Rica,Costa Rica
Roasting Masters,"La Dorado, light roast",Costa Rica,2016,70%,South Korea,3.25,"La Dorado, light roast",Costa Rica
Roasting Masters,"Tapanti, light roast",Costa Rica,2016,70%,South Korea,3.25,"Tapanti, light roast",Costa Rica
Roasting Masters,Maleku,Costa Rica,2016,70%,South Korea,3.25,Maleku,Costa Rica
Robert (aka Chocolaterie Robert),Madagascar,Madagascar,2013,75%,Madagascar,3.25,Madagascar,Madagascar
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,Madagascar,2013,68%,Madagascar,3.25,Madagascar w/ nibs,Madagascar
Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",Grenada,2012,66%,U.K.,3.5,"Gru Grococo, St. Andrews",Grenada
Rogue,"La Masica, Batch 1, FHIA Research Center",Honduras,2016,75%,U.S.A.,3.75,"La Masica, Batch 1, FHIA Research Center",Honduras
Rogue,"Caranero, Choc. Garage Exclusive",Venezuela,2015,70%,U.S.A.,3.75,"Caranero, Choc. Garage Exclusive",Venezuela
Rogue,"Tranquilidad, Batch 1",Bolivia,2015,75%,U.S.A.,3.25,"Tranquilidad, Batch 1",Bolivia
Rogue,Porcelana,Venezuela,2014,80%,U.S.A.,3.75,Porcelana,Venezuela
Rogue,"Akessons Estate, Sambirano, 2013",Madagascar,2013,70%,U.S.A.,3.5,"Akessons Estate, Sambirano, 2013",Madagascar
Rogue,"Hispaniola, 2013",Dominican Republic,2013,70%,U.S.A.,3.5,"Hispaniola, 2013",Dominican Republic
Rogue,"Silvestre, Batch 7, 2013",Bolivia,2013,75%,U.S.A.,4.0,"Silvestre, Batch 7, 2013",Bolivia
Rogue,"Bachelor's Hall E., St. Thomas Parish",Jamaica,2013,75%,U.S.A.,3.75,"Bachelor's Hall E., St. Thomas Parish",Jamaica
Rogue,"Camino Verde P., Balao, Guayas",Ecuador,2012,75%,U.S.A.,3.75,"Camino Verde P., Balao, Guayas",Ecuador
Rogue,"Silvestre, Batch 1, 2011",Bolivia,2011,75%,U.S.A.,3.0,"Silvestre, Batch 1, 2011",Bolivia
Rogue,Piura,Peru,2010,75%,U.S.A.,3.75,Piura,Peru
Rogue,Rio Caribe,Venezuela,2009,70%,U.S.A.,3.5,Rio Caribe,Venezuela
Rogue,"Hispaniola, 2008",Dominican Republic,2008,70%,U.S.A.,2.75,"Hispaniola, 2008",Dominican Republic
Rogue,Jamaica,Jamaica,2008,70%,U.S.A.,2.75,Jamaica,Jamaica
Rogue,"Sambirano, 2008",Madagascar,2008,70%,U.S.A.,2.75,"Sambirano, 2008",Madagascar
Rogue,Trinidad,Trinidad,2008,70%,U.S.A.,3.0,Trinidad,Trinidad
Rozsavolgyi,Sur del Lago,Venezuela,2012,84%,Hungary,2.5,Sur del Lago,Venezuela
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",Venezuela,2012,76%,Hungary,2.25,"Rio Caribe Superior, Paria Penninsula",Venezuela
Rozsavolgyi,"Sambirano, Akesson Estate",Madagascar,2012,72%,Hungary,2.5,"Sambirano, Akesson Estate",Madagascar
Rozsavolgyi,Carenero Superior,Venezuela,2011,73%,Hungary,3.5,Carenero Superior,Venezuela
Rozsavolgyi,Porcelana,Venezuela,2011,71%,Hungary,2.5,Porcelana,Venezuela
Rozsavolgyi,"Aragua, Trincheras",Venezuela,2011,70%,Hungary,3.5,"Aragua, Trincheras",Venezuela
Rozsavolgyi,Principe,Principe,2011,77%,Hungary,2.75,Principe,Principe
S.A.I.D.,Malgascio,Madagascar,2010,64%,Italy,3.5,Malgascio,Madagascar
S.A.I.D.,Samana,Dominican Republic,2010,70%,Italy,3.0,Samana,Dominican Republic
S.A.I.D.,Arawak,Carribean,2010,72%,Italy,3.5,Arawak,Carribean
Sacred,Midnight,Central and S. America,2012,83%,U.S.A.,2.75,Midnight,Central and S. America
Sacred,Twilight,Central and S. America,2012,69%,U.S.A.,3.25,Twilight,Central and S. America
Salgado,Bahia Superior,Brazil,2008,70%,Argentina,3.5,Bahia Superior,Brazil
Salgado,Esmeraldas,Ecuador,2008,70%,Argentina,3.5,Esmeraldas,Ecuador
Salgado,Carenero Superior,Venezuela,2008,70%,Argentina,3.5,Carenero Superior,Venezuela
Salgado,Rio Arriba,Ecuador,2008,70%,Argentina,3.5,Rio Arriba,Ecuador
Santander (Compania Nacional),Colombian 2008,Colombia,2009,75%,Colombia,2.75,Colombian 2008,Colombia
Santander (Compania Nacional),Colombian w/ nibs,Colombia,2009,70%,Colombia,3.0,Colombian w/ nibs,Colombia
Santander (Compania Nacional),Colombian Semi Dark,Colombia,2006,53%,Colombia,2.0,Colombian Semi Dark,Colombia
Santander (Compania Nacional),Colombian,Colombia,2006,65%,Colombia,3.0,Colombian,Colombia
Santander (Compania Nacional),Colombian Dark,Colombia,2006,70%,Colombia,4.0,Colombian Dark,Colombia
Santome,Sao Tome,Sao Tome,2011,70%,France,2.75,Sao Tome,Sao Tome
Scharffen Berger,San Juan de Cheni,Peru,2012,78%,U.S.A.,4.0,San Juan de Cheni,Peru
Scharffen Berger,Markham Valley,Papua New Guinea,2011,68%,U.S.A.,3.75,Markham Valley,Papua New Guinea
Scharffen Berger,Camahogne,Grenada,2010,68%,U.S.A.,3.5,Camahogne,Grenada
Scharffen Berger,Amina,Madagascar,2010,65%,U.S.A.,3.75,Amina,Madagascar
Scharffen Berger,Tome Acu,Brazil,2009,68%,U.S.A.,3.75,Tome Acu,Brazil
Scharffen Berger,Asante,Ghana,2009,65%,U.S.A.,4.0,Asante,Ghana
Scharffen Berger,Ben Tre,Vietnam,2009,72%,U.S.A.,3.75,Ben Tre,Vietnam
Scharffen Berger,Finisterra,"Ven., Trinidad, Mad.",2008,72%,U.S.A.,3.0,Finisterra,"Ven., Trinidad, Mad."
Scharffen Berger,Las Islas,Carribean(DR/Jam/Tri),2007,72%,U.S.A.,3.0,Las Islas,Carribean(DR/Jam/Tri)
Scharffen Berger,Cuyagua,Venezuela,2007,75%,U.S.A.,3.75,Cuyagua,Venezuela
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),Carribean,2007,75%,U.S.A.,3.0,Antilles (Trin/Gren/DR/Ven),Carribean
Scharffen Berger,Kumasi Sambirano,Ghana & Madagascar,2006,68%,U.S.A.,2.0,Kumasi Sambirano,Ghana & Madagascar
Scharffen Berger,Jamaica a l'ancienne,Jamaica,2006,70%,U.S.A.,2.0,Jamaica a l'ancienne,Jamaica
Seaforth,Dominican Republic,Domincan Republic,2015,70%,U.K.,2.75,Dominican Republic,Domincan Republic
Seaforth,Grenada,Grenada,2015,70%,U.K.,2.75,Grenada,Grenada
Shark Mountain,Jamaica,Jamaica,2015,72%,U.S.A.,3.25,Jamaica,Jamaica
Shark Mountain,Papua New Guinea,Papua New Guinea,2015,73%,U.S.A.,3.5,Papua New Guinea,Papua New Guinea
Shark Mountain,Cuyagua,Venezuela,2015,77%,U.S.A.,2.75,Cuyagua,Venezuela
Shark Mountain,ROIG,Dominican Republic,2015,74%,U.S.A.,3.5,ROIG,Dominican Republic
Shark Mountain,Ecuador,Ecuador,2014,75%,U.S.A.,3.0,Ecuador,Ecuador
Shark Mountain,"Belize, 2013",Belize,2014,72%,U.S.A.,3.25,"Belize, 2013",Belize
Shark's,Hilo,Hawaii,2011,73%,U.S.A.,2.0,Hilo,Hawaii
Shark's,"Hilo, w/ added cocoa butter",Hawaii,2011,73%,U.S.A.,2.5,"Hilo, w/ added cocoa butter",Hawaii
Shattel,Tingo Maria,Peru,2016,70%,Peru,3.25,Tingo Maria,Peru
Shattell,Porcelana,Peru,2011,75%,Peru,3.5,Porcelana,Peru
Sibu,Oro,Costa Rica,2015,82%,Costa Rica,3.25,Oro,Costa Rica
Sibu,Oscuro,Costa Rica,2015,70%,Costa Rica,3.5,Oscuro,Costa Rica
Sibu Sura,Peru,Peru,2012,70%,U.S.A.,2.5,Peru,Peru
Silvio Bessone,Maya Belize,Belize,2011,67%,Italy,3.0,Maya Belize,Belize
Silvio Bessone,"Trintade, Sao Tome",Sao Tome,2011,65%,Italy,3.25,"Trintade, Sao Tome",Sao Tome
Silvio Bessone,"Bahia, Scavina",Brazil,2011,60%,Italy,3.25,"Bahia, Scavina",Brazil
Silvio Bessone,"Porcelana, Colombia, Amazonas",Colombia,2011,68%,Italy,3.0,"Porcelana, Colombia, Amazonas",Colombia
Sirene,Wild Bolivia,Bolivia,2016,73%,Canada,3.5,Wild Bolivia,Bolivia
Sirene,Kokoa Kamili Coop,Tanzania,2016,73%,Canada,3.5,Kokoa Kamili Coop,Tanzania
Sirene,"Esmeraldas, Salazar Farm",Ecuador,2016,73%,Canada,3.75,"Esmeraldas, Salazar Farm",Ecuador
Sirene,"Somia Plantation, 2012",Madagascar,2015,100%,Canada,3.0,"Somia Plantation, 2012",Madagascar
Sirene,"Camino Verde P., Balao, Guayas, 2012",Ecuador,2015,100%,Canada,3.0,"Camino Verde P., Balao, Guayas, 2012",Ecuador
Sirene,Lachua w/ cane sugar,Guatemala,2015,73%,Canada,3.0,Lachua w/ cane sugar,Guatemala
Sirene,"Lachua w/ maple sugar, batch 5",Guatemala,2015,73%,Canada,3.25,"Lachua w/ maple sugar, batch 5",Guatemala
Sirene,Pisa,Haiti,2015,73%,Canada,3.25,Pisa,Haiti
Sirene,"Somia Plantation, 2012",Madagascar,2014,67%,Canada,3.75,"Somia Plantation, 2012",Madagascar
Sirene,"Somia Plantation, 2012",Madagascar,2014,73%,Canada,3.75,"Somia Plantation, 2012",Madagascar
Sirene,"Camino Verde P., Balao, Guayas",Ecuador,2014,73%,Canada,3.75,"Camino Verde P., Balao, Guayas",Ecuador
Sjolinds,Ghana,Ghana,2015,70%,U.S.A.,2.75,Ghana,Ghana
Sjolinds,Nicaragua,Nicaragua,2015,72%,U.S.A.,3.0,Nicaragua,Nicaragua
"Smooth Chocolator, The","Oko Caribe, DOR005",Dominican Republic,2017,70%,Australia,3.5,"Oko Caribe, DOR005",Dominican Republic
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",Venezuela,2016,70%,Australia,3.75,"Guasare, La Sierra de Perija, batch gua001",Venezuela
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",Ecuador,2016,70%,Australia,4.0,"Porcelana, Sorotaima,Machiques,batch pcl001",Ecuador
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",Belize,2016,70%,Australia,3.75,"Maya Mtn, Moho R., Toledo D.",Belize
"Smooth Chocolator, The",Tien Giang,Vietnam,2016,70%,Australia,3.0,Tien Giang,Vietnam
"Smooth Chocolator, The",Australia,Australia,2016,67%,Australia,3.75,Australia,Australia
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",Guatemala,2016,70%,Australia,3.25,"Chimelb, Lanquin, Alta Verapaz, b-GUA001",Guatemala
"Smooth Chocolator, The",Akesson's Estate,Madagascar,2015,65%,Australia,3.25,Akesson's Estate,Madagascar
"Smooth Chocolator, The",Akesson's Estate,Madagascar,2015,70%,Australia,3.5,Akesson's Estate,Madagascar
"Smooth Chocolator, The",Kokoa Kamili,Tanzania,2015,67%,Australia,3.75,Kokoa Kamili,Tanzania
"Smooth Chocolator, The",San Juan Estate,Trinidad,2015,70%,Australia,3.75,San Juan Estate,Trinidad
"Smooth Chocolator, The",Camino Verde,Ecuador,2015,72%,Australia,4.0,Camino Verde,Ecuador
"Smooth Chocolator, The",Bolivia,Bolivia,2015,72%,Australia,2.75,Bolivia,Bolivia
"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",Papua New Guinea,2015,65%,Australia,3.5,"Papua New Guinea, triple roast, batch 1",Papua New Guinea
"Smooth Chocolator, The","Maranon, batch 2",Peru,2015,67%,Australia,3.0,"Maranon, batch 2",Peru
"Smooth Chocolator, The","Chuao, batch 3",Venezuela,2015,70%,Australia,3.75,"Chuao, batch 3",Venezuela
Snake & Butterfly,Ghana,Ghana,2011,67%,U.S.A.,1.5,Ghana,Ghana
Snake & Butterfly,Madagascar,Madagascar,2010,68%,U.S.A.,3.0,Madagascar,Madagascar
Snake & Butterfly,Ecuador,Ecuador,2010,68%,U.S.A.,3.25,Ecuador,Ecuador
Sol Cacao,"Ecuador, Batch 1",Ecuador,2016,70%,U.S.A.,3.5,"Ecuador, Batch 1",Ecuador
Sol Cacao,Madagascar,Madagascar,2015,72%,U.S.A.,3.0,Madagascar,Madagascar
Solkiki,"Maranon, Fortunato No. 4",Peru,2016,68%,U.K.,2.75,"Maranon, Fortunato No. 4",Peru
Solkiki,"Castillo, Hispaniola, unroasted",Domincan Republic,2016,85%,U.K.,2.75,"Castillo, Hispaniola, unroasted",Domincan Republic
Solomons Gold,Solomon Island,Solomon Islands,2016,70%,New Zealand,3.25,Solomon Island,Solomon Islands
Solomons Gold,Solomon Island w/ nibs,Solomon Islands,2016,75%,New Zealand,3.25,Solomon Island w/ nibs,Solomon Islands
Solstice,Bundibugyo,Uganda,2014,70%,U.S.A.,3.0,Bundibugyo,Uganda
Solstice,Sambirano,Madagascar,2013,70%,U.S.A.,3.0,Sambirano,Madagascar
Solstice,Amazonas,Venezuela,2013,70%,U.S.A.,3.0,Amazonas,Venezuela
Solstice,Bolivia,Bolivia,2013,70%,U.S.A.,3.25,Bolivia,Bolivia
Solstice,San Martin,Peru,2013,70%,U.S.A.,3.25,San Martin,Peru
Soma,"Oko Caribe, Duarte P., Collab w Chocosol",Domincan Republic,2016,62%,Canada,3.5,"Oko Caribe, Duarte P., Collab w Chocosol",Domincan Republic
Soma,"Sambirano Valley, Black Science, B-60307.0",Madagascar,2016,70%,Canada,3.5,"Sambirano Valley, Black Science, B-60307.0",Madagascar
Soma,"Bahia Black, batch bra50722.1",Brazil,2016,70%,Canada,3.5,"Bahia Black, batch bra50722.1",Brazil
Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0","Ven.,Ecu.,Peru,Nic.",2016,75%,Canada,3.75,"Abstract S. w/ Jamaica nibs,batch abs60323.0","Ven.,Ecu.,Peru,Nic."
Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",Nicaragua,2016,70%,Canada,3.75,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",Nicaragua
Soma,"Tien Giang, Black S., batch VIT60420.0",Vietnam,2016,70%,Canada,4.0,"Tien Giang, Black S., batch VIT60420.0",Vietnam
Soma,"Camino Verde, Black S., batch cvu6030.0",Ecuador,2016,70%,Canada,3.25,"Camino Verde, Black S., batch cvu6030.0",Ecuador
Soma,CSB Chama,Venezuela,2015,70%,Canada,3.5,CSB Chama,Venezuela
Soma,Porcelana,Venezuela,2015,75%,Canada,4.0,Porcelana,Venezuela
Soma,"La Tronca, Matagalpa",Nicaragua,2014,70%,Canada,3.5,"La Tronca, Matagalpa",Nicaragua
Soma,Maranon Canyon,Peru,2014,70%,Canada,3.75,Maranon Canyon,Peru
Soma,La Dalia,Nicaragua,2014,70%,Canada,3.25,La Dalia,Nicaragua
Soma,"Camino Verde P., Balao, Guayas",Ecuador,2014,80%,Canada,3.5,"Camino Verde P., Balao, Guayas",Ecuador
Soma,"Espiritu Santo, 'Smoke Monster'",Vanuatu,2014,70%,Canada,3.75,"Espiritu Santo, 'Smoke Monster'",Vanuatu
Soma,Little Big Man,Madagascar & Ecuador,2014,70%,Canada,3.25,Little Big Man,Madagascar & Ecuador
Soma,"Rizek Cacao, Domin. Rep.",Dominican Republic,2013,77%,Canada,3.75,"Rizek Cacao, Domin. Rep.",Dominican Republic
Soma,Java,Indonesia,2013,70%,Canada,3.25,Java,Indonesia
Soma,"Apurimac, El Quinacho Co-op",Peru,2013,70%,Canada,2.75,"Apurimac, El Quinacho Co-op",Peru
Soma,"Sangre Grande P., Trinidad",Trinidad,2013,70%,Canada,3.75,"Sangre Grande P., Trinidad",Trinidad
Soma,Patanemo,Venezuela,2013,70%,Canada,3.75,Patanemo,Venezuela
Soma,Crazy 88,"Guat., D.R., Peru, Mad., PNG",2013,88%,Canada,4.0,Crazy 88,"Guat., D.R., Peru, Mad., PNG"
Soma,"Maracaibo, El Vigia",Venezuela,2013,70%,Canada,4.0,"Maracaibo, El Vigia",Venezuela
Soma,Equator,"Peru, Dom. Rep",2013,67%,Canada,4.0,Equator,"Peru, Dom. Rep"
Soma,Orinoco,Venezuela,2013,70%,Canada,3.25,Orinoco,Venezuela
Soma,"Bachelor's Hall E., St. Thomas Parish",Jamaica,2013,70%,Canada,4.0,"Bachelor's Hall E., St. Thomas Parish",Jamaica
Soma,Noula Coop,Haiti,2012,70%,Canada,3.25,Noula Coop,Haiti
Soma,O'ahu,Hawaii,2012,70%,Canada,3.75,O'ahu,Hawaii
Soma,"Dual Origins, Sambirano, Elvesia","Dom. Rep., Madagascar",2012,70%,Canada,4.0,"Dual Origins, Sambirano, Elvesia","Dom. Rep., Madagascar"
Soma,"Dancing in Your Head, 5 bean blend","Gre., PNG, Haw., Haiti, Mad",2012,70%,Canada,4.0,"Dancing in Your Head, 5 bean blend","Gre., PNG, Haw., Haiti, Mad"
Soma,Cahabon Region,Guatemala,2012,70%,Canada,3.5,Cahabon Region,Guatemala
Soma,Carenero Superior,Venezuela,2012,70%,Canada,3.75,Carenero Superior,Venezuela
Soma,Eastern Promises,"Mad., Java, PNG",2012,70%,Canada,3.5,Eastern Promises,"Mad., Java, PNG"
Soma,Papua New Guinea,Papua New Guinea,2012,85%,Canada,3.5,Papua New Guinea,Papua New Guinea
Soma,"Grenada, Black Science",Grenada,2011,70%,Canada,2.75,"Grenada, Black Science",Grenada
Soma,"Alto Beni, Wild Bolivian",Bolivia,2011,70%,Canada,3.5,"Alto Beni, Wild Bolivian",Bolivia
Soma,Peruvian,Peru,2011,64%,Canada,4.0,Peruvian,Peru
Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)","Ven, Bolivia, D.R.",2011,70%,Canada,4.0,"Three Amigos(Chuao, Wild Bolivia, D.R.)","Ven, Bolivia, D.R."
Soma,"Elvesia P., Black Science",Dominican Republic,2011,70%,Canada,3.75,"Elvesia P., Black Science",Dominican Republic
Soma,Chuao,Venezuela,2011,70%,Canada,3.5,Chuao,Venezuela
Soma,Black Science Blend 1,"DR, Ecuador, Peru",2010,70%,Canada,3.75,Black Science Blend 1,"DR, Ecuador, Peru"
Soma,Hispaniola,Dominican Republic,2009,70%,Canada,3.0,Hispaniola,Dominican Republic
Soma,Africa,Ghana,2009,70%,Canada,3.5,Africa,Ghana
Soma,Conacado,Dominican Republic,2009,70%,Canada,3.0,Conacado,Dominican Republic
Soma,Papua New Guinea,Papua New Guinea,2009,70%,Canada,3.5,Papua New Guinea,Papua New Guinea
Soma,Madagascar,Madagascar,2009,70%,Canada,3.75,Madagascar,Madagascar
Soma,Ocumare,Venezuela,2009,70%,Canada,3.75,Ocumare,Venezuela
Somerville,Nicaragua,Nicaragua,2014,70%,U.S.A.,3.25,Nicaragua,Nicaragua
Somerville,"Hawaiian, Big Island",Hawaii,2014,70%,U.S.A.,3.5,"Hawaiian, Big Island",Hawaii
Soul,Dominican Republic,Dominican Republic,2017,70%,Canada,3.25,Dominican Republic,Dominican Republic
Soul,Madagascar,Madagascar,2017,70%,Canada,3.5,Madagascar,Madagascar
Soul,Venezuela,Venezuela,2017,75%,Canada,3.5,Venezuela,Venezuela
Soul,Ecuador,Ecuador,2017,75%,Canada,3.25,Ecuador,Ecuador
Soul,Papua New Guinea,Papua New Guinea,2017,77%,Canada,3.25,Papua New Guinea,Papua New Guinea
Soul,Tanzania,Tanzania,2017,80%,Canada,3.5,Tanzania,Tanzania
Spagnvola,AgroCriso Plantation,Dominican Republic,2012,70%,U.S.A.,3.0,AgroCriso Plantation,Dominican Republic
Spagnvola,AgroCriso Plantation,Dominican Republic,2012,80%,U.S.A.,3.0,AgroCriso Plantation,Dominican Republic
Spagnvola,AgroCriso Plantation,Dominican Republic,2012,75%,U.S.A.,3.25,AgroCriso Plantation,Dominican Republic
Spencer,Dominican Republic,Dominican Republic,2017,70%,U.S.A.,3.75,Dominican Republic,Dominican Republic
Spencer,Ecuador,Ecuador,2017,70%,U.S.A.,3.5,Ecuador,Ecuador
