id,company,specific_bean_origin,review_date,cocoa_percent,company_location,rating,bean_type,bean_origin_country
1535,Soma,"Dual Origins, Sambirano, Elvesia",2012,70%,Canada,4.0,Blend,"Dom. Rep., Madagascar"
1536,Soma,"Dancing in Your Head, 5 bean blend",2012,70%,Canada,4.0,Blend,"Gre., PNG, Haw., Haiti, Mad"
1537,Soma,Cahabon Region,2012,70%,Canada,3.5,Trinitario,Guatemala
1538,Soma,Carenero Superior,2012,70%,Canada,3.75,Trinitario,Venezuela
1539,Soma,Eastern Promises,2012,70%,Canada,3.5,Blend,"Mad., Java, PNG"
1540,Soma,Papua New Guinea,2012,85%,Canada,3.5,Trinitario,Papua New Guinea
1541,Soma,"Grenada, Black Science",2011,70%,Canada,2.75,Trinitario,Grenada
1542,Soma,"Alto Beni, Wild Bolivian",2011,70%,Canada,3.5,Nacional,Bolivia
1543,Soma,Peruvian,2011,64%,Canada,4.0,,Peru
1544,Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",2011,70%,Canada,4.0,,"Ven, Bolivia, D.R."
1545,Soma,"Elvesia P., Black Science",2011,70%,Canada,3.75,Forastero,Dominican Republic
1546,Soma,Chuao,2011,70%,Canada,3.5,Criollo,Venezuela
1547,Soma,Black Science Blend 1,2010,70%,Canada,3.75,"Trinitario, Nacional","DR, Ecuador, Peru"
1548,Soma,Hispaniola,2009,70%,Canada,3.0,Forastero,Dominican Republic
1549,Soma,Africa,2009,70%,Canada,3.5,Forastero,Ghana
1550,Soma,Conacado,2009,70%,Canada,3.0,Trinitario,Dominican Republic
1551,Soma,Papua New Guinea,2009,70%,Canada,3.5,Trinitario,Papua New Guinea
1552,Soma,Madagascar,2009,70%,Canada,3.75,Criollo,Madagascar
1553,Soma,Ocumare,2009,70%,Canada,3.75,Criollo,Venezuela
1554,Somerville,Nicaragua,2014,70%,U.S.A.,3.25,,Nicaragua
1555,Somerville,"Hawaiian, Big Island",2014,70%,U.S.A.,3.5,,Hawaii
1556,Soul,Dominican Republic,2017,70%,Canada,3.25,,Dominican Republic
1557,Soul,Madagascar,2017,70%,Canada,3.5,,Madagascar
1558,Soul,Venezuela,2017,75%,Canada,3.5,,Venezuela
1559,Soul,Ecuador,2017,75%,Canada,3.25,,Ecuador
1560,Soul,Papua New Guinea,2017,77%,Canada,3.25,,Papua New Guinea
1561,Soul,Tanzania,2017,80%,Canada,3.5,,Tanzania
1562,Spagnvola,AgroCriso Plantation,2012,70%,U.S.A.,3.0,,Dominican Republic
1563,Spagnvola,AgroCriso Plantation,2012,80%,U.S.A.,3.0,,Dominican Republic
1564,Spagnvola,AgroCriso Plantation,2012,75%,U.S.A.,3.25,,Dominican Republic
1565,Spencer,Dominican Republic,2017,70%,U.S.A.,3.75,,Dominican Republic
1566,Spencer,Ecuador,2017,70%,U.S.A.,3.5,,Ecuador
1567,Spencer,Peru,2017,70%,U.S.A.,2.75,,Peru
1568,Spencer,"Dominican Republic, lot D82R",2016,70%,Australia,3.5,,Domincan Republic
1569,Spencer,"Ecuador, lot E432314L",2016,70%,Australia,3.75,,Ecuador
1570,Spencer,"Madagascar, lot M0403R",2016,70%,Australia,3.75,,Madagascar
1571,Spencer,Malekula Island,2014,72%,Australia,2.75,Trinitario,Vanuatu
1572,Sprungli (Felchlin),Alto Beni,2013,70%,Switzerland,3.0,Criollo,Bolivia
1573,SRSLY,Dominican Republic,2013,70%,U.S.A.,3.0,,Dominican Republic
1574,SRSLY,Dominican Republic,2013,84%,U.S.A.,2.25,,Dominican Republic
1575,Starchild,"Bolivar, Arriba",2015,70%,U.S.A.,3.0,Forastero (Nacional),Ecuador
1576,Starchild,Hispaniola,2015,70%,U.S.A.,3.0,,Domincan Republic
1577,Starchild,Cacao Verapaz,2015,70%,U.S.A.,3.0,,Guatemala
1578,Starchild,Rio Tuma,2015,70%,U.S.A.,3.0,Trinitario (Amelonado),Nicaragua
1579,Starchild,Sambirano Valley,2015,70%,U.S.A.,3.0,Trinitario,Madagascar
1580,Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",2012,68%,Switzerland,2.75,Trinitario,Brazil
1581,Stella (aka Bernrain),India,2011,72%,Switzerland,3.25,,India
1582,Stone Grindz,"Ecuador, Midnight Dark",2014,84%,U.S.A.,3.5,,Ecuador
1583,Stone Grindz,"Ecuador, Twilght Dark",2014,70%,U.S.A.,3.5,,Ecuador
1584,StRita Supreme,"Samar, East Visayas region",2012,65%,U.S.A.,2.5,,Philippines
1585,StRita Supreme,"Samar, East Visayas region",2012,70%,U.S.A.,2.5,,Philippines
1586,StRita Supreme,"Samar, East Visayas region",2012,75%,U.S.A.,2.75,,Philippines
1587,Sublime Origins,Sambirano,2013,67%,U.S.A.,2.75,Trinitario,Madagascar
1588,Sublime Origins,Moho Valley,2013,78%,U.S.A.,3.25,Trinitario,Belize
1589,Summerbird,Peru,2016,61%,Denmark,2.5,"Criollo, Trinitario",Peru
1590,Summerbird,Peru,2016,71%,Denmark,3.0,"Criollo, Trinitario",Peru
1591,Suruca Chocolate,Venezuela,2016,70%,Venezuela,2.75,,Venezuela
1592,Suruca Chocolate,Venezuela,2016,60%,Venezuela,3.0,,Venezuela
1593,Svenska Kakaobolaget,Sri Lanka,2015,70%,Sweden,2.75,"Criollo, Trinitario",Sri Lanka
1594,Szanto Tibor,Nacional,2015,70%,Hungary,3.25,,Ecuador
1595,Szanto Tibor,Baracoa,2015,88%,Hungary,3.25,Trinitario,Cuba
1596,Szanto Tibor,Ambolikapiky,2015,70%,Hungary,3.25,Trinitario,Madagascar
1597,Szanto Tibor,"Winak, Sumaco",2015,70%,Hungary,3.75,Forastero (Nacional),Ecuador
1598,Szanto Tibor,"Ben Tre, Mekong Delta",2015,70%,Hungary,3.25,Trinitario,Vietnam
1599,Szanto Tibor,"Fazenda Sempre Firme, Bahia",2015,70%,Hungary,3.5,Forastero (Parazinho),Brazil
1600,Szanto Tibor,Porcelana,2014,70%,Hungary,3.5,Criollo,Venezuela
1601,Szanto Tibor,Baracoa,2014,70%,Hungary,3.75,Trinitario,Cuba
1602,Szanto Tibor,"Autumn, Primary Harvest, 2012",2013,70%,Hungary,3.5,Criollo,Madagascar
1603,Szanto Tibor,"Spring, Secondary Harvest, 2012",2013,70%,Hungary,3.5,Criollo,Madagascar
1604,Szanto Tibor,Cacao Blanco,2013,70%,Hungary,3.25,,Nicaragua
1605,Szanto Tibor,Santo Domingo,2012,70%,Hungary,3.25,,Dominican Republic
1606,Szanto Tibor,Millot Plantation,2012,70%,Hungary,3.25,,Madagascar
1607,Szanto Tibor,"Ayacucho, ""El Guinacho""",2012,70%,Hungary,3.75,,Peru
1608,Szanto Tibor,Crudo,2011,70%,Hungary,3.0,,Venezuela
1609,Tabal,Costa Rica,2013,70%,U.S.A.,2.75,,Costa Rica
1610,Tabal,Dominican Republic,2013,70%,U.S.A.,2.75,,Dominican Republic
1611,Tabal,"Chiapas, Lacandon Jungle",2013,70%,U.S.A.,2.5,,Mexico
1612,Tabal,Peru,2013,70%,U.S.A.,3.0,,Peru
1613,Tablette (aka Vanillabeans),Colombia,2015,70%,Japan,3.0,,Colombia
1614,Tablette (aka Vanillabeans),Papua,2015,62%,Japan,3.25,,Papua New Guinea
1615,Tablette (aka Vanillabeans),Vietnam,2015,60%,Japan,3.25,Trinitario,Vietnam
1616,Tablette (aka Vanillabeans),Trinidad,2015,77%,Japan,2.75,Trinitario,Trinidad
1617,Tan Ban Skrati,"Paramaribo, batch 20160043-01",2016,70%,Suriname,3.25,Trinitario,Suriname
1618,Taza,Belize,2014,68%,U.S.A.,3.0,Trinitario,Belize
1619,Taza,Alto Beni,2011,87%,U.S.A.,3.25,,Bolivia
1620,Taza,Chiapan,2009,75%,U.S.A.,2.75,,Mexico
1621,Taza,"Dark, Stone Ground",2007,70%,U.S.A.,3.0,,Dominican Republic
1622,TCHO,West Africa,2016,62%,U.S.A.,2.0,Forastero,West Africa
1623,TCHO,Peru- Ecuador,2012,99%,U.S.A.,3.25,,"Peru, Ecuador"
1624,TCHO,TCHOPro 60.5,2009,60%,U.S.A.,2.75,,
1625,TCHO,TCHOPro 68,2009,68%,U.S.A.,3.0,,
1626,TCHO,Chocolatey-beta,2008,70%,U.S.A.,2.5,Forastero,Ghana
1627,TCHO,Fruity-beta,2008,70%,U.S.A.,2.5,,Peru
1628,TCHO,Citrus-beta,2008,70%,U.S.A.,2.75,,Madagascar
1629,TCHO,Nutty-beta,2008,70%,U.S.A.,2.5,,Peru
1630,Tejas,Concepcion,2012,70%,U.S.A.,2.75,,Madagascar
1631,Tejas,Bayou Blend,2012,70%,U.S.A.,3.0,Blend,"Ecuador, Mad., PNG"
1632,Tejas,Aranama,2012,70%,U.S.A.,3.0,,Papua New Guinea
1633,Tejas,Presidio,2012,70%,U.S.A.,3.5,,Dominican Republic
1634,Tejas,"La Bahia, w/ cane juice",2012,70%,U.S.A.,3.25,,Ecuador
1635,Tejas,Capistrano,2012,70%,U.S.A.,2.0,,Peru
1636,Tejas,"La Bahia, w/ cane sugar",2012,70%,U.S.A.,3.25,,Ecuador
1637,Tejas,San Jose,2012,70%,U.S.A.,2.75,,Bolivia
1638,Tejas,Capistrano*,2012,70%,U.S.A.,3.0,,Madagascar
1639,Tejas,Espada,2012,70%,U.S.A.,3.25,,Mexico
1640,Tejas,Espada,2012,70%,U.S.A.,2.75,,Brazil
1641,Tejas,Concepcion*,2012,80%,U.S.A.,3.0,,Venezuela
1642,Tejas,San Jose,2012,67%,U.S.A.,3.25,,Bolivia
1643,Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",2012,70%,U.S.A.,3.5,Forastero (Parazinho),Brazil
1644,Terroir,Peru,2015,70%,U.S.A.,2.75,,Peru
1645,Terroir,Belize,2015,70%,U.S.A.,3.75,Trinitario,Belize
1646,Terroir,Madagascar,2015,70%,U.S.A.,3.75,Trinitario,Madagascar
1647,Terroir,Ecuador,2015,70%,U.S.A.,3.25,,Ecuador
1648,Terroir,Oko Caribe,2015,70%,U.S.A.,3.5,,Domincan Republic
1649,Terroir,Guatemala,2015,70%,U.S.A.,3.75,Trinitario,Guatemala
1650,Terroir,Ecuador,2014,77%,U.S.A.,3.25,,Ecuador
1651,Terroir,Madagascar,2014,67%,U.S.A.,3.75,Trinitario,Madagascar
1652,Terroir,Uganda,2014,73%,U.S.A.,3.75,Forastero,Uganda
1653,The Barn,Peru,2015,70%,Sweden,3.0,,Peru
1654,Theo,Congo w/ nibs,2012,65%,U.S.A.,3.25,Forastero,Congo
1655,Theo,Madagascar,2007,65%,U.S.A.,3.5,Trinitario,Madagascar
1656,Theo,Ivory Coast,2007,75%,U.S.A.,2.5,,Ivory Coast
1657,Theo,"Ghana, Kumasi",2007,84%,U.S.A.,3.0,Forastero,Ghana
1658,Theo,"Venezuela; Barinos, Merida, Tachron",2007,91%,U.S.A.,2.0,Blend,Venezuela
1659,Theo,"Ghana, Panama, Ecuador",2007,75%,U.S.A.,3.0,Blend,"Ghana, Panama, Ecuador"
1660,Theobroma,"Piura Select, Cacao Blanc",2015,70%,Japan,3.25,,Peru
1661,Timo A. Meyer,"Belize, med roast",2016,72%,Germany,3.75,"Trinitario, TCGA",Belize
1662,To'ak (Ecuatoriana),Manabi,2014,81%,Ecuador,3.25,Forastero (Nacional),Ecuador
1663,Tobago Estate (Pralus),"Roxborough, Tobago",2012,70%,France,4.0,Trinitario,Tobago
1664,Tocoti,"Wild Bolivian, Jungle Love",2012,77%,U.S.A.,3.0,Criollo,Bolivia
1665,Tocoti,Venezuela,2011,72%,U.S.A.,2.75,,Venezuela
1666,Tocoti,Dominican Republic,2011,74%,U.S.A.,3.0,,Dominican Republic
1667,Treehouse,Conacado,2014,72%,U.S.A.,3.0,,Dominican Republic
1668,Tsara (Cinagra),"Ambanja, Tsara Valley",2011,72%,Madagascar,3.5,,Madagascar
1669,twenty-four blackbirds,Oko Caribe,2015,75%,U.S.A.,2.75,,Domincan Republic
1670,twenty-four blackbirds,"Cedeno, lot 271",2015,75%,U.S.A.,3.5,,Ecuador
1671,twenty-four blackbirds,Madagascar,2014,75%,U.S.A.,3.5,Trinitario,Madagascar
1672,twenty-four blackbirds,Dominican Republic,2013,68%,U.S.A.,3.25,,Dominican Republic
1673,twenty-four blackbirds,Palos Blancos,2013,75%,U.S.A.,2.5,,Bolivia
1674,twenty-four blackbirds,Dominican Republic,2011,73%,U.S.A.,2.75,,Dominican Republic
1675,Two Ravens,Peru,2016,60%,U.S.A.,3.0,Criollo,Peru
1676,Un Dimanche A Paris,Dominican Republic,2011,63%,France,3.75,,Dominican Republic
1677,Undone,Matagalpa,2014,74%,U.S.A.,2.75,,Nicaragua
1678,Undone,Nourish,2014,70%,U.S.A.,3.0,,Dominican Republic
1679,Upchurch,"Madagascar, Sassy Bar",2016,72%,U.S.A.,3.0,Trinitario,Madagascar
1680,Upchurch,"Tanzania, Party Bar",2016,72%,U.S.A.,3.25,,Tanzania
1681,Urzi,"Sur del Lago, Merida",2014,65%,Italy,3.25,Trinitario,Venezuela
1682,Valrhona,"Piura, Illanka, Quemazon",2015,63%,France,4.0,,Peru
1683,Valrhona,"Andoa, Grand Cru blend",2013,70%,France,3.5,,
1684,Valrhona,"Loma Sotavento, 2013",2013,64%,France,3.5,,Dominican Republic
1685,Valrhona,"Otucan, Grand Cru",2012,69%,France,4.0,,Venezuela
1686,Valrhona,Caraque,2011,56%,France,3.25,,
1687,Valrhona,"Porcelana, Pedegral",2011,64%,France,4.0,Criollo,Venezuela
1688,Valrhona,Tainori,2009,64%,France,3.75,,Dominican Republic
1689,Valrhona,Alpaco,2009,66%,France,3.75,,Ecuador
1690,Valrhona,Nyangbo,2009,68%,France,3.5,Forastero,Ghana
1691,Valrhona,Araguani,2007,72%,France,3.0,Blend,"Venezuela, Carribean"
1692,Valrhona,Chuao 2002 P.,2007,65%,France,3.75,Trinitario,Venezuela
1693,Valrhona,Manjari,2007,64%,France,4.0,"Criollo, Trinitario",Madagascar
1694,Valrhona,Le Noir Extra Amer,2007,85%,France,1.5,,
1695,Valrhona,Abinao,2007,85%,France,2.5,Forastero,West Africa
1696,Valrhona,Le Noir Amer,2007,71%,France,2.75,Forastero,West Africa
1697,Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",2007,64%,France,3.25,Criollo (Porcelana),Venezuela
1698,Valrhona,Caraibe,2006,66%,France,3.0,Trinitario,Carribean
1699,Valrhona,Guanaja,2006,70%,France,4.0,"Criollo, Trinitario",South America
1700,Valrhona,Gran Couva 2005 P.,2006,64%,France,2.5,Trinitario,Trinidad
1701,Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",2006,64%,France,3.0,Criollo (Porcelana),Venezuela
1702,Valrhona,"Sambirano, Ampamakia 2005, Millot P.",2006,64%,France,3.5,Trinitario,Madagascar
1703,Vanleer (Barry Callebaut),Manhattan,2012,72%,U.S.A.,2.5,Forastero,Ghana
1704,Vanleer (Barry Callebaut),Napa,2012,65%,U.S.A.,2.75,Forastero,Ghana
1705,Vao Vao (Chocolaterie Robert),Madagascar,2009,72%,Madagascar,2.75,Trinitario,Madagascar
1706,Vao Vao (Chocolaterie Robert),Madagascar,2009,76%,Madagascar,2.75,Trinitario,Madagascar
1707,Vao Vao (Chocolaterie Robert),Madagascar,2009,80%,Madagascar,2.75,Trinitario,Madagascar
1708,Vao Vao (Chocolaterie Robert),Madagascar,2009,70%,Madagascar,3.0,Trinitario,Madagascar
1709,Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,2009,68%,Madagascar,3.0,Trinitario,Madagascar
1710,Vao Vao (Chocolaterie Robert),Madagascar,2009,64%,Madagascar,3.25,Trinitario,Madagascar
1711,Vicuna,Palos Blancos,2015,70%,U.S.A.,3.25,,Bolivia
1712,Vicuna,Palos Blancos + nibs,2015,70%,U.S.A.,3.25,,Bolivia
1713,Videri,Dominican Republic,2014,90%,U.S.A.,3.25,,Dominican Republic
1714,Videri,Trinidad,2014,75%,U.S.A.,3.5,Trinitario,Trinidad
1715,Videri,Mindo,2014,75%,U.S.A.,3.5,,Ecuador
1716,Videri,Dark,2013,90%,U.S.A.,3.75,,Central and S. America
1717,Videri,Classic,2012,70%,U.S.A.,3.25,,Central and S. America
1718,Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",2012,70%,France,3.5,Trinitario,Vietnam
1719,Vintage Plantations,San Martin,2014,75%,U.S.A.,3.0,,Peru
1720,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,100%,U.S.A.,2.0,Forastero (Arriba),Ecuador
1721,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,90%,U.S.A.,2.0,Forastero (Arriba),Ecuador
1722,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,75%,U.S.A.,3.0,Forastero (Arriba),Ecuador
1723,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",2007,65%,U.S.A.,3.0,Forastero (Arriba),Ecuador
1724,Violet Sky,Sambirano Valley,2015,77%,U.S.A.,2.75,Trinitario,Madagascar
1725,Violet Sky,Moho River Valley,2015,77%,U.S.A.,3.0,"Criollo, Trinitario",Belize
1726,Violet Sky,Cuyagua,2015,77%,U.S.A.,3.0,Criollo,Venezuela
1727,Violet Sky,Peru,2015,77%,U.S.A.,3.25,"Criollo, Trinitario",Peru
1728,Violet Sky,Cahabon,2015,77%,U.S.A.,2.75,Trinitario,Guatemala
1729,Vivra,Peru,2016,70%,U.S.A.,2.5,,Peru
1730,Vivra,Ocumare,2016,70%,U.S.A.,2.5,,Venezuela
1731,Vivra,Dominican Republic,2016,70%,U.S.A.,3.0,,Domincan Republic
1732,Wellington Chocolate Factory,Conacado,2016,70%,New Zealand,3.5,Trinitario,Dominican Republic
1733,Wellington Chocolate Factory,"Piura Blanco, Norandino",2016,70%,New Zealand,3.5,,Peru
1734,Whittakers,Ghana,2011,72%,New Zealand,2.5,Forastero,Ghana
1735,Wilkie's Organic,Amazonas,2013,75%,Ireland,2.5,Criollo,Peru
1736,Wilkie's Organic,Amazonas,2013,89%,Ireland,2.75,Criollo,Peru
1737,Wilkie's Organic,Tumbes,2013,75%,Ireland,3.25,Criollo,Peru
1738,Wilkie's Organic,Amazonas w/ nibs,2013,75%,Ireland,2.75,Criollo,Peru
1739,Willie's Cacao,Los Llanos,2016,70%,U.K.,4.0,,Colombia
1740,Willie's Cacao,Los Llanos,2014,88%,U.K.,3.0,Trinitario,Colombia
1741,Willie's Cacao,"Java, Indonesian Black",2013,100%,U.K.,2.25,,Indonesia
1742,Willie's Cacao,Sambirano,2010,71%,U.K.,3.0,Trinitario,Madagascar
1743,Willie's Cacao,Hacienda Las Trincheras,2010,72%,U.K.,3.5,,Venezuela
1744,Willie's Cacao,Java,2010,69%,U.K.,3.75,,Indonesia
1745,Willie's Cacao,San Martin,2009,70%,U.K.,3.0,,Peru
1746,Willie's Cacao,Rio Caribe,2009,72%,U.K.,3.25,Trinitario,Venezuela
1747,Wm,"Guasare, Zulia Prov., 2015, batch 124",2016,74%,U.S.A.,3.0,Criollo,Venezuela
1748,Wm,"Wild Beniano, 2016, batch 128, Heirloom",2016,76%,U.S.A.,3.5,,Bolivia
1749,Wm,"Ghana, 2013, batch 129",2016,75%,U.S.A.,3.75,,Ghana
1750,Woodblock,"Maranon, Cajamarca",2014,70%,U.S.A.,3.0,Forastero (Nacional),Peru
1751,Woodblock,"Camino Verde P., Balao, Guayas",2013,70%,U.S.A.,3.25,,Ecuador
1752,Woodblock,Gran Couva,2013,70%,U.S.A.,3.5,Trinitario,Trinidad
1753,Woodblock,Ecuador,2012,70%,U.S.A.,2.5,,Ecuador
1754,Woodblock,Costa Rica,2012,70%,U.S.A.,3.0,,Costa Rica
1755,Woodblock,Sambirano,2012,70%,U.S.A.,3.25,Trinitario,Madagascar
1756,Woodblock,Ocumare,2011,70%,U.S.A.,4.0,,Venezuela
1757,Woodblock,La Red,2011,70%,U.S.A.,3.5,,Dominican Republic
1758,Xocolat,Hispaniola,2013,66%,Domincan Republic,3.0,,Dominican Republic
1759,Xocolla,"Sambirano, batch 170102",2017,70%,U.S.A.,2.75,,Madagascar
1760,Xocolla,"Hispaniola, batch 170104",2017,70%,U.S.A.,2.5,,Dominican Republic
1761,Zak's,"Papua New Guinea, Batch 2",2015,70%,U.S.A.,3.0,,Papua New Guinea
1762,Zak's,"Dominican Republic, Batch D2",2015,70%,U.S.A.,3.25,,Domincan Republic
1763,Zak's,"Madagascar, Batch 2",2015,70%,U.S.A.,3.25,Trinitario,Madagascar
1764,Zak's,"Peru, Batch 1",2015,70%,U.S.A.,3.25,,Peru
1765,Zak's,"Belize, Batch 2",2015,70%,U.S.A.,3.5,Trinitario,Belize
1766,Zak's,"House Blend, Batch 2",2015,60%,U.S.A.,3.0,,
1767,Zart Pralinen,"Millot P., Ambanja",2016,70%,Austria,3.5,"Criollo, Trinitario",Madagascar
1768,Zart Pralinen,UNOCACE,2016,70%,Austria,2.75,Nacional (Arriba),Ecuador
1769,Zart Pralinen,San Juan Estate,2016,85%,Austria,2.75,Trinitario,Trinidad
1770,Zart Pralinen,"Kakao Kamili, Kilombero Valley",2016,85%,Austria,3.0,"Criollo, Trinitario",Tanzania
1771,Zart Pralinen,"Kakao Kamili, Kilombero Valley",2016,70%,Austria,3.5,"Criollo, Trinitario",Tanzania
1772,Zart Pralinen,"San Juan Estate, Gran Couva",2016,78%,Austria,3.5,Trinitario,Trinidad
1773,Zokoko,Guadalcanal,2016,78%,Australia,3.75,,Solomon Islands
1774,Zokoko,Goddess Blend,2016,65%,Australia,3.25,,
1775,Zokoko,Alto Beni,2011,68%,Australia,3.5,,Bolivia
1776,Zokoko,Tokiala,2011,66%,Australia,3.5,Trinitario,Papua New Guinea
1777,Zokoko,"Tranquilidad, Baures",2011,72%,Australia,3.75,,Bolivia
1778,Zotter,Raw,2014,80%,Austria,2.75,,
1779,Zotter,"Bocas del Toro, Cocabo Co-op",2012,72%,Austria,3.5,,Panama
1780,Zotter,Amazonas Frucht,2012,65%,Austria,3.5,,
1781,Zotter,"Satipo Pangoa region, 16hr conche",2012,70%,Austria,3.0,Criollo (Amarru),Peru
1782,Zotter,"Satipo Pangoa region, 20hr conche",2012,70%,Austria,3.5,Criollo (Amarru),Peru
1783,Zotter,"Loma Los Pinos, Yacao region, D.R.",2012,62%,Austria,3.75,,Dominican Republic
1784,Zotter,El Oro,2012,75%,Austria,3.0,Forastero (Nacional),Ecuador
1785,Zotter,Huiwani Coop,2012,75%,Austria,3.0,"Criollo, Trinitario",Papua New Guinea
1786,Zotter,El Ceibo Coop,2012,90%,Austria,3.25,,Bolivia
1787,Zotter,Santo Domingo,2012,70%,Austria,3.75,,Dominican Republic
1788,Zotter,"Kongo, Highlands",2012,68%,Austria,3.25,Forastero,Congo
1789,Zotter,"Indianer, Raw",2012,58%,Austria,3.5,,
1790,Zotter,Peru,2011,70%,Austria,3.75,,Peru
1791,Zotter,Congo,2011,65%,Austria,3.0,Forastero,Congo
1792,Zotter,Kerala State,2011,65%,Austria,3.5,Forastero,India
1793,Zotter,Kerala State,2011,62%,Austria,3.25,,India
1794,Zotter,"Brazil, Mitzi Blue",2010,65%,Austria,3.0,,Brazil
